Country Code,Country Name,Survey Year,Survey Name,Indicator,By Variable,Characteristic Category,Characteristic Label,Value,CI High,CI Low,CI High,CI Low,CI High,CI Low,CI High,CI Low,CI High,CI Low
EG,Egypt,2000,2000 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,5,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.2,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,12.9,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2000,2000 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,68.6,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.7,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,27.1,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2003,2003 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,73.4,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.6,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,21,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2005,2005 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,84.8,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,5.6,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.1,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,8.3,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2008,2008 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,84.1,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2.3,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,0.5,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,13,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
EG,Egypt,2014,2014 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,54.5,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,11.3,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,18.6,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,15.5,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
ER,Eritrea,2002,2002 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,89.3,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,4,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.5,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,4.9,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked for cash only,,Total,Total,93.5,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,93.5,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked for cash and in-kind payment,,Total,Total,3.7,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.7,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked for in-kind payment only,,Total,Total,0,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked unpaid,,Total,Total,2.6,,,,,,,,,,
SZ,Eswatini,2006,2006-07 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,27.5,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,4.1,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,24.6,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,43.8,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2000,2000 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,26.6,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.3,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,10.4,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,59.5,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked for cash only,,Total,Total,19,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,18.8,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked for cash and in-kind payment,,Total,Total,11.5,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,11.4,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked for in-kind payment only,,Total,Total,24.9,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,23.5,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked unpaid,,Total,Total,44.5,,,,,,,,,,
ET,Ethiopia,2005,2005 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,46.2,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,35.7,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,26,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,8,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,30.1,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked for cash only,,Total,Total,22.3,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,23,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked for cash and in-kind payment,,Total,Total,61.2,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,60.9,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked for in-kind payment only,,Total,Total,7.7,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,7.5,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked unpaid,,Total,Total,8.7,,,,,,,,,,
ET,Ethiopia,2011,2011 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,8.6,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,34.5,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.4,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,9,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,49.1,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked for cash only,,Total,Total,22.6,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,23.1,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked for cash and in-kind payment,,Total,Total,9.4,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,9.7,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked for in-kind payment only,,Total,Total,14,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,14.3,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked unpaid,,Total,Total,54,,,,,,,,,,
ET,Ethiopia,2016,2016 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,52.9,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,84.2,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.2,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,0.7,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,11.8,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked for cash only,,Total,Total,91.2,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,92.5,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked for cash and in-kind payment,,Total,Total,2.6,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked for in-kind payment only,,Total,Total,0.3,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.3,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked unpaid,,Total,Total,5.8,,,,,,,,,,
GA,Gabon,2012,2012 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,5.2,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,63.4,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,28.7,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,5.1,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked for cash only,,Total,Total,81.9,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,81.8,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked for cash and in-kind payment,,Total,Total,14.2,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,14.2,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked for in-kind payment only,,Total,Total,0.6,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.5,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked unpaid,,Total,Total,3.3,,,,,,,,,,
GM,Gambia,2013,2013 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,3.4,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,61.6,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,28.3,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,5.7,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,4.5,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked for cash only,,Total,Total,62.6,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,62.3,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked for cash and in-kind payment,,Total,Total,33.2,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,33.9,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked for in-kind payment only,,Total,Total,2.7,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2.4,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked unpaid,,Total,Total,1.4,,,,,,,,,,
GH,Ghana,2003,2003 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,1.5,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,66.1,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,20.4,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2.9,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,10.5,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked for cash only,,Total,Total,64.6,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,64.3,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked for cash and in-kind payment,,Total,Total,22.2,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,22.4,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked for in-kind payment only,,Total,Total,2.1,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2.2,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked unpaid,,Total,Total,11,,,,,,,,,,
GH,Ghana,2008,2008 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,11,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,63.5,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,18.8,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,3.7,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,14,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married men who worked for cash only,,Total,Total,79.2,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,79.6,,,,,,,,,,
GH,Ghana,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total,Total,14.1,,,,,,,,,,
